#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2858	0.0020994	27	6	6	0.56997	8.1353	14.319	0.56817	MonogenicDM_all	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	9858	0.0097383	46	26	12	1.02E-06	19.417	3.9699	4.8911	High_LDL	ldl_mgdl_adj	40	control_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	14118	0.00077915	13	7	6	NA	NA	NA	NA	High_triglycerides	high_tg	40	case_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4154	0.0043332	55	10	6	0.35925	9.6039	10.474	0.91689	MODY_Extended	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	all_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	21728	0.00059831	4	3	0	0.072805	1.095	0.6061	3.2186	High_HDL	high_hdl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	29642	0.00067472	13	13	11	0.0038758	1.3364	0.46815	8.3411	High_triglycerides	high_tg_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	4997	0.00040024	8	2	2	0.17799	0.51569	0.3828	1.3472	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4288	0.011894	73	12	6	0.59901	-0.038789	0.073763	-0.52586	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	3757	0.0013308	17	5	5	0.2567	-0.27058	0.23853	-1.1344	MODY	tg_mgdl_ln	40	EUR_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	9107	0.00087845	13	5	3	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	EUR_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	5961	0.00016776	18	1	1	0.66826	0.070838	0.16529	0.42856	Neonatal_Diabetes	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14418	0.0015259	11	6	2	0.19574	0.14673	0.11341	1.2938	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	14118	0.17255	5	4	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	case_only	covart2d_with_pre	non_pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	15524	0.18307	5	5	1	1.22E-09	-0.36733	0.062546	36.938	High_triglycerides	high_tg	40	control_only	covart2d_with_pre	non_pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	7292	0.00054855	2	1	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	all_vus
16	56996010	57015557	16:56996010-57015557_High_HDL	10653	0.00028161	15	3	3	0.21817	10.1	8.2012	1.2315	High_HDL	hdl_mgdl	40	control_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	13558	0.00044254	7	5	4	0.3567	4.9347	5.3539	0.92171	Lipodystrophy	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic
16	56996010	57015557	16:56996010-57015557_High_HDL	11075	0.00090293	15	8	7	NA	NA	NA	NA	High_HDL	high_hdl	40	case_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	29642	0.17806	5	5	1	0	-0.34673	0.039387	82.091	High_triglycerides	high_tg	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14118	0.0018416	18	11	6	0.33747	0.10115	0.10545	0.95921	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00010981	2	1	1	0.40273	-0.42925	0.51296	-0.8368	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9320	0.00021459	3	2	2	0.34956	23.746	25.384	0.93549	Neonatal_Diabetes	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.0012463	19	12	11	0.019053	-0.33638	0.14346	-2.3448	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	4185	0.00023895	8	1	1	0.46462	-10.696	14.625	-0.73133	Lipodystrophy	hdl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	11	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00021459	2	2	2	0.070194	-45.936	25.367	-1.8109	Lipodystrophy	ldl_mgdl	40	case_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00032942	8	3	3	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	EUR_only	covart2d	pathogenic
16	56996010	57015557	16:56996010-57015557_High_HDL	10653	0.00028161	15	3	3	0.20467	10.435	8.2269	1.2684	High_HDL	hdl_mgdl	40	control_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00042499	7	5	4	0.93749	0.017195	0.21923	0.078432	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00021459	2	2	2	0.070194	-45.936	25.367	-1.8109	Lipodystrophy	ldl_mgdl	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.0022339	18	9	7	0.9696	-0.32414	8.5064	-0.038106	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6592	0.0087985	46	14	8	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00044512	7	4	3	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	22514	0.01146	73	62	33	0.94675	-0.00070843	0.010606	-0.066794	MODY_Extended	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	15523	0.00051536	2	2	0	0.040368	0.3604	0.17579	2.0501	High_triglycerides	tg_mgdl_ln	40	control_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0056505	57	21	13	0.031511	11.522	5.3569	2.151	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	15523	0.00051536	2	2	0	0.027533	0.38955	0.17674	2.2041	High_triglycerides	tg_mgdl_adj_ln	40	control_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	4997	0.00020012	7	1	1	0.29585	-0.56586	0.54124	-1.0455	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00041141	7	2	1	0.15456	-0.41979	0.29485	-1.4238	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	9771	0.0055266	52	21	10	0.0056338	16.319	5.8934	2.769	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	21838	0.00045792	2	2	0	0.40906	0.56087	0.69992	0.68153	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	control_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	13558	0.0095884	65	41	24	0.23343	1.3818	1.1596	1.1916	MODY	hdl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2858	0.012946	65	10	5	0.51839	4.5715	7.0775	0.64592	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11075	0.001535	11	6	2	0.88615	-0.46276	3.2321	-0.14318	Neonatal_Diabetes	hdl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	18415	0.0010318	17	15	12	0.027125	-0.085771	0.038812	-2.2099	MODY	bmi_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7610	0.00013141	2	1	1	0.55814	-25.154	42.952	-0.58563	Lipodystrophy	ldl_mgdl_adj	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6880	0.0015988	29	6	4	2.19E-05	-54.981	12.943	-4.2478	Low_LDL	ldl_mgdl_adj	40	EUR_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY	4154	0.012037	65	12	6	0.83507	1.324	6.3585	0.20822	MODY	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	29642	0.00020242	8	6	6	0.020226	1.9242	0.9041	5.3922	Lipodystrophy	high_tg_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.00026281	3	2	2	0.22316	37.014	30.382	1.2183	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	18415	0.0010318	17	15	12	0.027125	-0.085771	0.038812	-2.2099	MODY	bmi_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	15523	0.00012884	8	2	2	0.43562	0.27705	0.35536	0.77963	Lipodystrophy	tg_mgdl_adj_ln	40	control_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4997	0.0042025	55	13	9	0.46051	-0.087413	0.11843	-0.73807	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11075	0.0019865	18	10	5	0.4516	2.1386	2.8409	0.75277	Neonatal_Diabetes	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2858	0.0013996	17	4	4	0.81538	4.0877	17.505	0.23351	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00042499	7	5	4	0.93749	0.017195	0.21923	0.078432	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	14551	0.0087966	46	30	12	0.066835	0.45516	0.23997	3.3591	High_LDL	high_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.00072036	9	3	2	0.7877	4.3268	16.066	0.26931	Low_LDL	ldl_mgdl	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	38595	0.00020728	8	8	8	0.20418	0.88991	0.75424	1.6122	Lipodystrophy	t2d	40	All		pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	11	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	6592	0.0087985	46	14	8	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	14118	0.001275	19	16	15	0.024129	-0.28569	0.12667	-2.2553	MODY_Extended	tg_mgdl_ln	40	case_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	18415	0.00016291	2	2	1	0.47066	-0.070388	0.097568	-0.72143	Lipodystrophy	bmi_ln	40	case_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	3074	0.012362	73	10	5	0.90042	0.010887	0.087001	0.12514	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14118	0.0015583	27	20	19	0.25625	-0.13189	0.11617	-1.1353	MonogenicDM_all	tg_mgdl_adj_ln	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	9858	0.0097383	46	26	12	NA	NA	NA	NA	High_LDL	high_ldl	40	control_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3015	0.0046434	57	9	6	0.051322	18.882	9.6852	1.9496	MonogenicDM_all	ldl_mgdl	40	EUR_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.0056085	55	28	13	0.77048	0.019782	0.067803	0.29176	MODY_Extended	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	18015	0.010269	73	48	26	0.67591	-0.016553	0.039594	-0.41806	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	4696	0.00021295	7	1	1	0.29035	0.17038	0.16112	1.0575	Lipodystrophy	bmi_ln	40	EUR_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	9771	0.0057312	57	23	12	0.020524	13.41	5.7878	2.317	MonogenicDM_all	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	19860	0.0016113	11	7	2	0.59001	0.23453	0.43775	0.29033	Neonatal_Diabetes	t2d_with_pre	40	control_only		all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	3015	0.00033167	7	1	1	0.52886	-22.761	36.139	-0.62982	Lipodystrophy	ldl_mgdl	40	EUR_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	2858	0.0003499	2	1	1	0.34355	-33.129	34.971	-0.94734	Lipodystrophy	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	9858	0.12224	63	39	14	0.12046	1.7584	1.1323	1.553	High_LDL	ldl_mgdl_adj	40	control_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14118	0.001275	11	7	3	0.027627	0.27913	0.12672	2.2028	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	9107	0.22027	5	3	0	1.35E-05	-0.050821	0.01167	-4.3548	High_triglycerides	tg_mgdl_ln	40	EUR_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00032189	7	3	3	0.61466	-12.776	25.377	-0.50345	Lipodystrophy	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	non_pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	17633	0.0083366	5	3	0	0.053809	0.027052	0.014028	1.9285	Obesity	bmi_ln	40	case_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	15524	0.00057975	13	8	7	0.037474	1.5219	0.73038	4.3288	High_triglycerides	high_tg	40	control_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	3987	0.0045147	52	10	6	0.21782	10.426	8.4588	1.2325	MODY	ldl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.010118	73	27	17	0.41855	3.9985	4.9426	0.80898	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	2	1	0	0.31269	-0.38285	0.37919	-1.0096	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	11266	0.00079886	17	9	9	NA	NA	NA	NA	MODY	t2d	40	EUR_only		pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	9320	0.001824	27	17	17	0.58188	-4.8035	8.7232	-0.55065	MonogenicDM_all	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	38595	0.00057002	17	17	14	0.0024913	1.5584	0.60969	9.147	MODY	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.0018729	29	7	5	0.00086371	3.4671	0.80522	11.099	Low_LDL	low_ldl	40	control_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11919	0.0014263	27	17	17	0.69605	-4.1562	10.639	-0.39067	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	14551	0.00082469	9	5	4	0.68575	4.9096	12.133	0.40464	Low_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	7292	0.00054855	2	1	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	4185	0.012425	80	13	7	0.24039	2.4183	2.0595	1.1742	MonogenicDM_all	hdl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00021249	2	2	1	0.67904	-0.12824	0.30992	-0.41379	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	9320	0.10976	63	41	16	0.62671	0.67578	1.3894	0.48637	High_LDL	ldl_mgdl_adj	40	case_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	15523	0.00012884	8	2	2	0.35435	0.32378	0.34957	0.92621	Lipodystrophy	tg_mgdl_ln	40	control_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	19178	0.00099072	9	6	4	0.63273	-3.9603	8.2869	-0.4779	Low_LDL	ldl_mgdl	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0094477	46	15	9	0.15737	7.6083	5.3803	1.4141	High_LDL	ldl_mgdl_adj	40	EUR_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2858	0.0003499	3	1	1	0.14685	61.566	42.426	1.4511	Neonatal_Diabetes	ldl_mgdl_adj	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4997	0.010806	73	15	9	0.52014	-0.048041	0.074695	-0.64317	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11266	8.88E-05	18	1	1	NA	NA	NA	NA	Neonatal_Diabetes	t2d_with_pre	40	EUR_only		non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	3897	0.007185	52	13	6	0.038895	-0.19629	0.095009	-2.066	MODY	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0014455	27	11	11	0.77097	3.0795	10.578	0.29111	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
8	19797040	19819724	8:19797040-19819724_High_triglycerides	7292	0.21613	5	3	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00032942	8	3	3	0.063253	0.5614	0.30221	1.8576	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11075	0.0012641	19	12	11	0.056276	6.796	3.5598	1.9091	MODY_Extended	hdl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	7610	0.009724	65	24	14	0.39258	4.3112	5.0424	0.855	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11075	0.001535	11	6	2	0.88615	-0.46276	3.2321	-0.14318	Neonatal_Diabetes	hdl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0103	73	32	18	0.30388	4.655	4.5273	1.0282	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3646	0.011519	80	14	9	0.42946	1.7462	2.2098	0.79021	MonogenicDM_all	hdl_mgdl	40	EUR_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	14418	0.00083229	17	10	9	0.0396	-0.31581	0.15345	-2.0581	MODY	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.0055191	55	20	12	0.020529	12.558	5.4199	2.317	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	4154	0.00048146	8	2	2	0.84955	-5.9471	31.348	-0.18971	Lipodystrophy	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2969	0.0016841	19	5	5	0.021847	14.585	6.3573	2.2942	MODY_Extended	hdl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0001517	9	1	1	0.042317	72.455	35.679	2.0308	Low_LDL	ldl_mgdl	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00044512	7	4	3	0.77879	-0.067375	0.23986	-0.2809	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	2	1	0	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	case_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	NA	NA	19	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	3757	0.0013308	17	5	5	0.27805	-0.26387	0.24323	-1.0849	MODY	tg_mgdl_adj_ln	40	EUR_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	14118	0.00014166	3	2	2	0.55697	-0.22605	0.38486	-0.58736	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14118	0.0060207	52	35	20	0.17161	0.080997	0.059247	1.3671	MODY	tg_mgdl_adj_ln	40	case_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0016687	29	6	4	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	NA	NA	27	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00042499	7	5	4	0.93749	0.017195	0.21923	0.078432	Lipodystrophy	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11233	0.010327	80	40	21	0.675	-0.021064	0.050236	-0.4193	MonogenicDM_all	tg_mgdl_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	11	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	EUR_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.0013141	19	10	10	0.75113	4.3151	13.606	0.31716	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	18015	0.0064946	55	39	20	0.86331	0.0085331	0.049562	0.17217	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.0028157	53	24	15	1.68E-14	2.281	0.28485	58.88	High_LDL	high_ldl_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00010981	2	1	1	0.32501	-0.50081	0.50882	-0.98427	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d	all_vus
