#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
8	19797040	19816892	8:19797040-19816892_LPL	8:19797040-19816892	LPL	15524	0.00012883	5	2	2	0.01124	3.3895	1.9773	6.427	High_triglycerides	high_tg	40	control_only	covart2d_with_pre	pathogenic
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	9320	0.0011803	14	8	5	0.60065	5.6679	10.827	0.52349	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	9320	0.001073	23	7	4	0.19349	14.769	11.357	1.3004	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	9320	0.0013948	9	5	3	0.67634	-4.1639	9.9737	-0.41748	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	9320	0.00042918	4	1	0	0.027051	39.696	17.953	2.2111	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	9320	0.001824	2	2	0	0.039551	18.006	8.7463	2.0587	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	22514	4.44E-05	1	1	1	0.038911	-0.35064	0.16978	-2.0652	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	22514	4.44E-05	1	1	1	0.19454	-0.22031	0.16982	-1.2973	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	3185	0.00062794	16	2	2	0.84557	0.067267	0.34532	0.1948	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	3185	0.0025118	28	6	4	0.088081	-0.29516	0.173	-1.7061	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	3185	0.0015699	11	2	0	0.87008	0.035703	0.21828	0.16357	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	NA	NA	5	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	NA	NA	4	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	3185	0.00062794	6	2	2	0.3658	0.31199	0.34493	0.90449	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	3185	0.0053375	5	3	1	0.55272	-0.071687	0.12073	-0.59376	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
2	21230565	21230565	2:21230565-21230565_APOB	2:21230565-21230565	APOB	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	all_vus
19	11210913	11240278	19:11210913-11240278_LDLR	19:11210913-11240278	LDLR	7610	0.0069645	39	20	11	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	all_vus
1	55505604	55524222	1:55505604-55524222_PCSK9	1:55505604-55524222	PCSK9	7610	0.0027595	6	3	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	14118	0.00014166	1	1	0	0.24945	-0.43725	0.37965	-1.1517	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	0.362	0.4893	0.53675	0.9116	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d	all_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	21837	0.00050373	6	6	4	0.48191	-0.11069	0.1574	-0.70324	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	5961	0.00016776	1	1	1	0.031141	-0.35609	0.16518	-2.1558	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	5961	0.00033551	6	2	2	0.98218	-0.0026139	0.11703	-0.022336	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	5961	0.00050327	7	3	3	0.36938	-0.085636	0.095395	-0.8977	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	5961	0.00016776	1	1	1	0.77602	-0.047013	0.16524	-0.28452	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	5961	0.00016776	2	1	1	0.99639	0.00074751	0.16529	0.0045224	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	5961	0.00033551	6	2	2	0.021464	-0.26864	0.11678	-2.3003	MonogenicDM_all	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	9320	0.0001073	1	1	1	0.24661	-50.919	43.945	-1.1587	Lipodystrophy	ldl_mgdl_adj	40	case_only	t2d_caseonly	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	9320	0.0001073	1	1	1	0.12841	-66.814	43.941	-1.5205	Lipodystrophy	ldl_mgdl_adj	40	case_only	t2d_caseonly	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	22514	0.00039975	3	3	2	0.061984	-0.10569	0.056622	-1.8665	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	22514	0.0017323	11	11	3	0.2445	0.031689	0.027228	1.1638	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	22514	0.00013325	4	3	3	0.032777	-0.20932	0.098046	-2.1349	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
2	21229160	21229161	2:21229160-21229161_APOB	2:21229160-21229161	APOB	9858	0.00030432	2	2	1	0.11873	31.554	20.224	1.5603	High_LDL	ldl_mgdl	40	control_only	covart2d_with_pre	pathogenic
19	11200236	11240274	19:11200236-11240274_LDLR	19:11200236-11240274	LDLR	9858	0.0023331	51	18	14	1.38E-18	64.237	7.2859	8.8167	High_LDL	ldl_mgdl	40	control_only	covart2d_with_pre	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	18015	5.55E-05	2	1	1	0.29164	0.56292	0.5338	1.0546	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	18015	0.00016653	1	1	0	0.92464	0.029146	0.30813	0.094589	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	18015	0.0011102	14	11	7	0.9897	0.0015423	0.11946	0.012911	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	18015	0.0019983	23	15	9	0.59411	-0.047475	0.089087	-0.5329	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	18015	0.0014432	9	6	1	0.44574	0.079922	0.10481	0.76255	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	18015	0.00033306	4	3	2	0.79129	0.0577	0.21803	0.26464	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	18015	0.00011102	1	1	0	0.30054	-0.39072	0.3774	-1.0353	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	18015	0.0013877	2	2	0	0.87871	-0.016356	0.10717	-0.15261	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	18015	5.55E-05	1	1	1	0.33923	0.51	0.53363	0.95571	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	11233	0.00044512	6	4	3	0.77879	-0.067375	0.23986	-0.2809	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
2	21228457	21258581	2:21228457-21258581_APOB	2:21228457-21258581	APOB	9320	0.00032189	20	3	3	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	covart2d_with_pre	pathogenic
1	55505582	55525196	1:55505582-55525196_PCSK9	1:55505582-55525196	PCSK9	9320	0.0015021	9	5	1	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	covart2d_with_pre	pathogenic
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	38595	7.77E-05	2	2	1	0.51976	0.65423	1.1949	0.41438	MonogenicDM_all	t2d	40	All		all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	38595	0.00046638	1	1	0	0.18152	-0.58834	0.47095	1.7852	MonogenicDM_all	t2d	40	All		all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	38595	0.00114	14	13	9	0.92622	0.028163	0.30755	0.0085757	MonogenicDM_all	t2d	40	All		all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	38595	0.0016582	23	21	10	0.54715	0.15116	0.25331	0.36244	MonogenicDM_all	t2d	40	All		all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	38595	0.0015028	9	9	2	0.58502	-0.14484	0.26785	0.29818	MonogenicDM_all	t2d	40	All		all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	38595	0.00028501	4	4	1	0.020792	1.4747	0.74458	5.3441	MonogenicDM_all	t2d	40	All		all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	38595	5.18E-05	1	1	0	0.21766	1.6462	1.9018	1.5197	MonogenicDM_all	t2d	40	All		all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	38595	0.0020469	2	2	0	0.50806	-0.15038	0.22879	0.43806	MonogenicDM_all	t2d	40	All		all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	38595	2.59E-05	1	1	1	0.5047	1.0175	2.3098	0.44505	MonogenicDM_all	t2d	40	All		all_vus
16	56996009	57016150	16:56996009-57016150_CETP	16:56996009-57016150	CETP	11075	0.00081264	4	3	0	NA	NA	NA	NA	High_HDL	high_hdl	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	13558	7.38E-05	2	1	1	0.65703	-5.8238	13.116	-0.44403	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	13558	0.00022127	1	1	0	0.062395	-14.105	7.5688	-1.8636	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	13558	0.0011064	14	9	5	0.28155	3.6484	3.3879	1.0769	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	13558	0.0019914	23	15	11	0.44276	1.9399	2.5274	0.76756	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	13558	0.0012539	9	6	2	0.76373	-0.95749	3.1853	-0.3006	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	13558	0.00044254	4	3	2	0.91424	0.5769	5.3572	0.10769	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	13558	0.0013276	2	2	0	0.81743	0.7167	3.1046	0.23085	MODY_Extended	hdl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	11075	0.00018059	1	1	0	0.15109	13.508	9.4082	1.4358	Lipodystrophy	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	7610	0.00026281	3	2	2	0.16165	-34.651	24.756	-1.3997	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0018397	11	6	4	0.85514	-1.7116	9.3748	-0.18258	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	7610	0.00013141	4	1	1	0.01221	87.778	35.019	2.5066	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14118	0.00035416	6	4	3	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	case_only	covart2d	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	case_only	covart2d	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	4154	0.00024073	6	1	1	0.40132	-30.993	36.925	-0.83935	Lipodystrophy	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	38595	0.00018137	6	6	5	0.0014252	3.547	1.7615	10.173	MODY	t2d	40	All		pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	38595	0.00028501	7	7	5	0.017245	1.572	0.76888	5.6712	MODY	t2d	40	All		pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	38595	2.59E-05	1	1	1	0.54725	-0.92331	2.3107	0.36226	MODY	t2d	40	All		pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	38595	2.59E-05	1	1	1	0.37391	1.3385	2.3101	0.79062	MODY	t2d	40	All		pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	38595	5.18E-05	2	2	2	0.19234	1.7272	1.8976	1.6996	MODY	t2d	40	All		pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	4997	0.00060036	16	3	3	0.40672	-0.25943	0.31266	-0.82974	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	4997	0.0014008	28	6	5	0.81415	0.048121	0.20469	0.23509	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	11	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	4997	0.0010006	5	2	1	0.93945	-0.018398	0.24217	-0.07597	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	NA	NA	4	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	4997	0.0078047	5	4	0	0.55084	-0.052396	0.087833	-0.59654	MODY_Extended	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14118	0.00035416	6	4	3	0.74747	-0.077342	0.2402	-0.32199	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	0.362	0.4893	0.53675	0.9116	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	9320	0.00032189	3	2	1	0.20434	-26.316	20.732	-1.2694	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	9320	0.0001073	1	1	1	0.87133	5.8121	35.884	0.16197	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	9320	0.0011803	16	8	5	0.60065	5.6679	10.827	0.52349	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	9320	0.0011803	28	8	5	0.27163	11.905	10.829	1.0994	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	9320	0.0016094	11	7	5	0.38117	-8.1308	9.2839	-0.87579	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	9320	0.00042918	5	1	0	0.027051	39.696	17.953	2.2111	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	9320	0.0001073	4	1	1	0.0090411	93.735	35.899	2.611	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	9320	0.0053648	5	4	0	0.79043	1.3621	5.1251	0.26576	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	11233	0.00017805	1	1	0	0.31269	-0.38285	0.37919	-1.0096	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	all_vus
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	NA	NA	6	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	9320	0.0001073	1	1	1	0.10637	70.974	43.95	1.6149	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	9320	0.00042918	6	4	4	0.16607	-30.448	21.983	-1.3851	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	9320	0.00053648	7	5	5	0.50681	-13.058	19.67	-0.66384	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	9320	0.0001073	1	1	1	0.81274	-10.413	43.953	-0.2369	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	9320	0.0001073	1	1	1	0.52297	28.089	43.972	0.6388	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	9320	0.00021459	2	2	2	0.18683	41.033	31.083	1.3201	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	7610	0.00013141	4	1	1	0.4141	28.627	35.05	0.81674	Low_LDL	ldl_mgdl	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic
