#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.0070754	0.22368	0.083047	2.6934	High_triglycerides	tg_mgdl_adj_ln	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.027593	65	28	15	0.52029	-1.7775	2.7647	-0.64294	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.019603	0.85482	0.35803	5.4469	High_triglycerides	high_tg	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2625	0.0034286	14	7	5	0.0044668	-0.17318	0.060858	-2.8456	MODY_Extended	bmi_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2342	0.0089667	46	10	7	0.85305	-0.51145	2.761	-0.18524	MODY_Extended	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.0019183	14	11	9	0.0030418	-26.286	8.8668	-2.9646	MODY_Extended	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.0020652	17	12	10	0.0023542	-0.40256	0.13231	-3.0426	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6779	0.0089984	45	20	11	0.26675	-0.069034	0.062156	-1.1107	MODY	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2625	0.0091429	47	11	7	0.33899	-0.035865	0.037502	-0.95634	MonogenicDM_all	bmi_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.31229	-0.43929	0.43475	-1.0104	High_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	2.13E-07	17.868	3.4435	5.1888	High_HDL	hdl_mgdl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.36214	0.032699	130.36	High_triglycerides	high_tg_adj	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.0089105	46	10	7	0.22543	-0.13817	0.11395	-1.2125	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.31857	0.076184	0.076382	0.99742	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.56829	0.11246	0.19709	0.57058	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	0	2.072	0.22159	74.943	High_LDL	high_ldl_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0097205	47	11	7	0.70668	-0.040501	0.10761	-0.37637	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	7.10E-53	-0.090375	0.0058955	-15.33	High_triglycerides	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.028331	71	31	17	0.47544	-1.6322	2.287	-0.71369	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2469	0.00081004	1	1	0	0.0020153	1.1434	0.36987	3.0913	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	0.00016376	2.1805	0.66046	14.207	High_HDL	high_hdl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.19E-08	1.6135	0.28005	32.511	High_triglycerides	high_tg_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2342	0.001281	6	2	1	0.78647	1.9811	7.3122	0.27093	Lipodystrophy	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.36689	0.03412	123.6	High_triglycerides	high_tg	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2469	0.00040502	11	1	1	0.30154	0.54099	0.52353	1.0334	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2469	0.0012151	6	2	1	0.039403	0.62264	0.3021	2.0611	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2468	0.00081037	1	1	0	0.20194	31.517	24.692	1.2764	Lipodystrophy	ldl_mgdl	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2468	0.00040519	11	1	1	0.95455	1.8313	32.126	0.057005	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	7148	0.02784	65	29	16	0.90701	-0.0014873	0.012732	-0.11682	MODY_Extended	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6777	0.009001	45	20	11	0.99596	0.024266	4.7935	0.0050623	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.016711	0.87726	0.35802	5.7265	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.36758	0.7965	0.90057	0.81181	Lipodystrophy	high_tg_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2625	0.0034286	14	7	5	0.0044668	-0.17318	0.060858	-2.8456	MODY	bmi_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2342	0.00042699	11	1	1	0.18177	-16.806	12.582	-1.3357	Neonatal_Diabetes	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.42779	0.16145	0.2003	0.62881	High_LDL	high_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	38566	0.00018151	3	3	1	0.98459	-0.02835	1.5886	0.00037285	Lipodystrophy	t2d	40	All		pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.027585	65	28	15	0.38561	0.031179	0.035935	0.86766	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.0094437	47	21	11	0.68763	1.8844	4.6866	0.40209	MonogenicDM_all	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	38566	0.00041487	14	14	12	9.09E-09	3.0685	0.63011	33.027	MODY	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.0020658	17	12	10	0.008003	-27.332	10.303	-2.6527	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	2.42E-11	-36.808	5.5101	-6.68	Low_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	1.47E-10	-33.212	5.1812	-6.4101	Low_LDL	ldl_mgdl	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0036467	17	7	5	0.071121	-19.355	10.72	-1.8055	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6779	0.0019177	14	11	9	0.00099004	-0.45239	0.13731	-3.2948	MODY	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.0036467	14	7	5	0.06173	-25.591	13.692	-1.8691	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.0089984	46	20	11	0.29612	-0.065094	0.062298	-1.0449	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	0	2.069	0.22197	74.564	High_LDL	high_ldl_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.0020658	17	12	10	0.0053905	-23.782	8.5437	-2.7836	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2625	0.008381	45	10	7	0.36332	-0.03559	0.039143	-0.90921	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	7.60E-13	6.1347	0.5594	51.384	Low_LDL	low_ldl_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.025516	60	15	9	0.85896	0.011594	0.065239	0.17772	MODY	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6777	0.009001	45	20	11	0.81081	-0.9608	4.0136	-0.23939	MODY	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	1.44E-12	6.023	0.55581	50.131	Low_LDL	low_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.3714	0.033161	133.23	High_triglycerides	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.39019	-0.42879	0.49901	-0.85929	High_LDL	ldl_mgdl_adj	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	38566	0.0007001	11	11	6	0.29532	-0.56557	0.58874	1.0952	Neonatal_Diabetes	t2d_with_pre	40	All		non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	3.42E-59	-52.623	3.2377	-16.253	Low_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.96705	0.010874	0.26309	0.0017061	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2468	0.025527	60	15	9	0.73776	-1.3406	4.0033	-0.33486	MODY	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.0036452	14	7	5	0.0045877	-0.50264	0.17716	-2.8373	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0036452	17	7	5	0.0045877	-0.50264	0.17716	-2.8373	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.0094409	47	21	11	0.76396	-0.018709	0.062301	-0.30029	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	6779	0.027143	60	27	15	0.44607	0.027589	0.036205	0.76202	MODY	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2625	0.027048	65	16	10	0.50966	-0.014175	0.021496	-0.65945	MODY_Extended	bmi_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.0089984	46	20	11	0.37758	-0.056229	0.06372	-0.88243	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.42506	0.30147	0.37365	0.63628	Lipodystrophy	high_tg_adj	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.0036452	14	7	5	0.0045877	-0.50264	0.17716	-2.8373	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.59475	0.10446	0.19637	0.53197	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.027136	71	18	11	0.35109	0.060024	0.064359	0.93265	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.025527	60	15	9	0.97372	0.17084	5.1847	0.032951	MODY	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.020012	-58.436	25.121	-2.3262	Low_LDL	ldl_mgdl_adj	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.4124	0.16716	0.20048	0.67186	High_LDL	high_ldl_adj	40	All	"covart2d,covarlipidmeds"	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6777	0.00044267	1	1	0	0.061612	41.22	22.05	1.8694	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2469	0.0036452	14	7	5	0.0043464	-0.49818	0.17452	-2.8545	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6779	0.00044254	11	1	0	0.23058	0.35116	0.29288	1.199	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	0.0010372	1.524	0.51294	10.76	High_HDL	high_hdl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.56829	0.11246	0.19709	0.57058	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.96E-16	0.53847	0.06544	8.2285	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.20465	-2.6093	2.0571	-1.2684	High_LDL	ldl_mgdl	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	38566	0.0087901	46	46	21	0.41442	0.11416	0.13857	0.66609	MODY_Extended	t2d_with_pre	40	All		all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.26317	-0.54408	0.48625	-1.1189	High_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.028323	71	31	17	0.27859	0.039344	0.03631	1.0836	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	9.82E-25	34.765	3.3833	10.276	High_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.0036467	14	7	5	0.061881	-25.938	13.885	-1.868	MODY	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	2.69E-06	1.4344	0.26691	22.029	High_LDL	high_ldl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	38566	0.00041487	14	14	12	9.09E-09	3.0685	0.63011	33.027	MODY_Extended	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.591	0.024375	0.045224	0.28878	High_LDL	high_ldl_adj	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_caseonly	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	38566	0.00080382	1	1	0	0.24408	-0.62065	0.58454	1.3569	Lipodystrophy	t2d_with_pre	40	All		all_vus
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.079342	4.3169	2.0724	3.0783	Low_LDL	low_ldl	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2342	0.026046	60	15	9	0.51219	1.0438	1.5923	0.65553	MODY	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2468	0.00081037	1	1	0	0.034097	61.524	29.019	2.1201	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6779	0.00044254	1	1	0	0.011337	0.72571	0.28652	2.5328	Lipodystrophy	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	6447	0.0020164	14	11	9	0.014113	8.8874	3.62	2.4551	MODY	hdl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6777	0.0019183	14	11	9	0.0031732	-31.256	10.59	-2.9515	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6447	0.0020164	14	11	9	0.010446	9.1158	3.5588	2.5615	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.025932	65	16	10	0.48741	-2.9986	4.3173	-0.69454	MODY_Extended	ldl_mgdl	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2625	0.0011429	6	2	1	0.89345	-0.014119	0.1054	-0.13395	Lipodystrophy	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.3344	0.074709	0.077394	0.9653	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.2343	-2.3303	1.9592	-1.1894	High_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0036467	17	7	5	0.061881	-25.938	13.885	-1.868	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.90E-08	1.6159	0.27978	31.599	High_triglycerides	high_tg	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	3.72E-30	43.202	3.7828	11.421	High_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.015902	-52.54	21.789	-2.4113	Low_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2342	0.0089667	45	10	7	0.85305	-0.51145	2.761	-0.18524	MODY	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6447	0.0096169	47	21	11	0.81346	-0.37718	1.5984	-0.23597	MonogenicDM_all	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.027136	71	18	11	0.47341	0.045482	0.063429	0.71705	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.37758	0.080499	0.091231	0.88237	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	2.69E-11	-36.949	5.5438	-6.6649	Low_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	38566	0.026448	71	71	35	0.1137	0.12725	0.079555	2.5021	MonogenicDM_all	t2d_with_pre	40	All		non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.32632	0.088207	0.089864	0.98156	Lipodystrophy	tg_mgdl_ln	40	All	covart2d	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.29995	0.45847	0.43433	1.0744	Lipodystrophy	high_tg_adj	40	All	"covart2d,covarlipidmeds"	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.24681	0.1035	0.089363	1.1582	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	6777	0.0019183	14	11	9	0.0030418	-26.286	8.8668	-2.9646	MODY	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	2.26E-08	1.6071	0.28439	31.258	High_triglycerides	high_tg_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.025932	65	16	10	0.95655	0.28047	5.1473	0.054488	MODY_Extended	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2342	0.001281	6	2	1	0.65622	3.2367	7.2703	0.44519	Lipodystrophy	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	38566	0.00041487	14	14	12	2.57E-08	3.0448	0.51573	31.01	MODY	t2d	40	All		pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.039634	0.75045	0.35858	4.2335	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.028331	71	31	17	0.62732	-1.3262	2.7315	-0.48553	MonogenicDM_all	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.42706	0.68652	0.89174	0.63081	Lipodystrophy	high_tg_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2342	0.0098207	47	11	7	0.78309	-0.72707	2.6408	-0.27532	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.086607	4.0613	1.9231	2.9363	Low_LDL	low_ldl	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2625	0.0034286	17	7	5	0.0044668	-0.17318	0.060858	-2.8456	MonogenicDM_all	bmi_ln	40	All	t2d_caseonly	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.17634	0.59255	0.42669	1.8282	Lipodystrophy	high_tg	40	All	covart2d_with_pre	all_vus
