#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr19	11100237	11131285	chr19:11100237-11131285_LDLR	chr19:11100237-11131285	LDLR	36419	0.14119	47	47	22	0.87678	-0.068167	0.43963	-0.15506	High_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr1	55052701	55058549	chr1:55052701-55058549_PCSK9	chr1:55052701-55058549	PCSK9	36419	0.0031852	3	2	0	1.37E-08	-16.338	2.8775	-5.6778	High_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	36430	0.0001098	1	1	0	0.69799	0.39973	1.1166	0.15058	Lipodystrophy	high_tg_adj	40	All	covart2d	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	36430	5.49E-05	2	1	0	0.13797	1.8205	1.415	2.2004	Lipodystrophy	high_tg_adj	40	All	covart2d	pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr2	21006288	21006289	chr2:21006288-21006289_APOB	chr2:21006288-21006289	APOB	36419	0.00074137	2	2	1	5.74E-09	2.3805	0.39357	33.923	High_LDL	high_ldl_adj	40	All	covart2d_with_pre	pathogenic
chr19	11100272	11120442	chr19:11100272-11120442_LDLR	chr19:11100272-11120442	LDLR	36419	0.0015651	35	32	19	7.30E-11	1.9147	0.27047	42.437	High_LDL	high_ldl_adj	40	All	covart2d_with_pre	pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	6777	0.0014756	8	8	6	0.057746	-21.839	11.507	-1.8979	MODY_Extended	ldl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	6777	0.00044267	5	3	3	0.02087	-48.474	20.977	-2.3109	MODY_Extended	ldl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2342	0.0021349	9	4	3	0.059158	10.624	5.6271	1.8879	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	2342	0.0021349	29	4	3	0.11354	8.9009	5.6226	1.5831	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	2342	0.0025619	11	3	2	0.24534	-5.9825	5.1483	-1.162	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	2342	0.00042699	1	1	1	0.18177	-16.806	12.582	-1.3357	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_LMNA	chr1:156126910-156139769	LMNA	2342	0.001281	6	2	1	0.65622	3.2367	7.2703	0.44519	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	2342	0.019641	5	4	1	0.9687	0.073535	1.8736	0.039248	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6779	0.0019177	9	7	3	0.35999	-0.12601	0.13765	-0.91544	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	6779	0.0019177	29	11	9	0.23895	-0.16229	0.1378	-1.1777	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	6779	0.0023602	11	5	3	0.91391	0.013429	0.12421	0.10812	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	6779	0.00044254	1	1	0	0.37506	0.25403	0.28637	0.88709	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	6779	0.021242	5	4	0	0.14351	0.060496	0.04135	1.463	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2342	0.001281	7	2	1	0.5789	4.0556	7.3064	0.55507	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	2342	0.001281	23	3	3	0.99894	-0.0096775	7.31	-0.0013239	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	2342	0.0025619	9	3	2	0.22537	-6.2817	5.18	-1.2127	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	2342	0.00085397	1	1	0	0.63136	-4.3008	8.9623	-0.47988	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	2342	0.0038429	2	2	1	0.74419	1.3859	4.2467	0.32635	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
chr16	56961990	56981660	chr16:56961990-56981660_CETP	chr16:56961990-56981660	CETP	34561	0.00066549	13	13	8	0.00091151	1.5558	0.51444	10.999	High_HDL	high_hdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2625	0.0011429	7	2	1	0.55271	-0.062538	0.10532	-0.59378	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	2625	0.0011429	23	3	3	0.20571	-0.13334	0.10534	-1.2658	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	2625	0.0022857	9	3	2	0.035691	-0.15679	0.07461	-2.1015	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	2625	0.0038095	2	2	1	0.19002	0.076172	0.058108	1.3109	MODY	bmi_ln	40	All	t2d_caseonly	all_vus
chr19	11100237	11129602	chr19:11100237-11129602_LDLR	chr19:11100237-11129602	LDLR	36419	0.0035146	32	32	17	4.62E-05	12.675	3.1106	4.0747	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	all_vus
chr1	55052701	55058549	chr1:55052701-55058549_PCSK9	chr1:55052701-55058549	PCSK9	36419	0.0031852	3	2	0	2.01E-08	-18.545	3.3044	-5.6123	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	all_vus
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	7148	0.0001399	1	1	1	0.62333	0.088927	0.18105	0.49116	Lipodystrophy	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6777	0.0019183	9	7	3	0.1477	-12.841	8.8685	-1.4479	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	6777	0.0019183	29	11	9	0.42822	-7.034	8.8782	-0.79228	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	6777	0.0023609	11	5	3	0.75635	-2.4833	8.0032	-0.31029	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	6777	0.00044267	1	1	0	0.77419	5.2947	18.454	0.28691	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_LMNA	chr1:156126910-156139769	LMNA	6777	0.00073779	6	3	2	0.46168	10.531	14.306	0.73612	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	6777	0.021248	5	4	0	0.81501	-0.62334	2.6641	-0.23398	MonogenicDM_all	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	6777	0.0014756	8	8	6	0.03413	-25.839	12.194	-2.119	MODY_Extended	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	6777	0.00044267	5	3	3	0.035163	-46.843	22.233	-2.1069	MODY_Extended	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
chr2	21040937	21040937	chr2:21040937-21040937_APOB	chr2:21040937-21040937	APOB	36419	2.75E-05	1	1	1	0.011912	7.6351	2.4239	6.324	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr1	55052648	55061557	chr1:55052648-55061557_PCSK9	chr1:55052648-55061557	PCSK9	36419	0.0010434	2	2	1	0.1709	2.8873	1.5294	1.875	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	6777	0.00044267	1	1	0	0.1	30.374	18.463	1.6451	Lipodystrophy	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	36430	0.0001098	1	1	0	0.70124	0.40701	1.1446	0.14719	Lipodystrophy	high_tg	40	All	covart2d_with_pre	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	36430	5.49E-05	2	1	0	0.11652	1.9392	1.4147	2.4635	Lipodystrophy	high_tg	40	All	covart2d_with_pre	pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	6779	0.00014751	1	1	1	0.52143	0.32534	0.50742	0.64117	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	38566	0.00010372	2	2	1	0.88625	0.22055	1.68	0.020465	MODY_Extended	t2d	40	All		non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	38566	2.59E-05	1	1	1	0.40604	1.5746	2.3102	0.69036	MODY_Extended	t2d	40	All		non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	38566	0.0012705	9	9	3	0.26071	0.54956	0.46088	1.265	MODY_Extended	t2d	40	All		non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	38566	0.0018151	29	29	18	0.77846	0.12812	0.45068	0.079144	MODY_Extended	t2d	40	All		non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	38566	0.00038894	6	6	3	0.47808	-0.88572	1.4924	0.50325	MODY_Extended	t2d	40	All		non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	38566	0.0016595	11	11	6	0.31107	0.44861	0.42175	1.0261	MODY_Extended	t2d	40	All		non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	38566	0.00015558	1	1	0	0.17342	1.4787	1.0198	1.8531	MODY_Extended	t2d	40	All		non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	38566	2.59E-05	1	1	1	0.51033	1.2028	2.3102	0.4334	MODY_Extended	t2d	40	All		non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	38566	0.020095	5	5	1	0.71024	0.052883	0.14133	0.13803	MODY_Extended	t2d	40	All		non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	6779	0.00044254	1	1	0	0.013882	0.70355	0.28589	2.4609	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	2469	0.0028352	8	5	3	0.020691	-0.45793	0.1978	-2.3151	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	2469	0.00081004	5	2	2	0.086707	-0.63442	0.3702	-1.7137	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr2	21040937	21040937	chr2:21040937-21040937_APOB	chr2:21040937-21040937	APOB	36419	2.75E-05	1	1	1	0.012461	7.9611	2.607	6.2441	Low_LDL	low_ldl_adj	40	All	covart2d	non_pathogenic
chr1	55052648	55061557	chr1:55052648-55061557_PCSK9	chr1:55052648-55061557	PCSK9	36419	0.0010434	2	2	1	0.074897	4.2097	1.3083	3.1723	Low_LDL	low_ldl_adj	40	All	covart2d	non_pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	36430	0.0001098	1	1	0	0.99408	0.0079665	1.1731	5.50E-05	Lipodystrophy	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	36430	5.49E-05	2	1	0	0.12085	1.9141	1.415	2.4062	Lipodystrophy	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2468	0.0012156	7	2	1	0.071988	36.224	20.125	1.8	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	2468	0.0012156	23	3	3	0.80233	-5.0437	20.146	-0.25036	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	2468	0.0024311	9	3	2	0.74121	-4.7163	14.279	-0.33029	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	2468	0.0040519	2	2	1	0.79638	-2.8688	11.117	-0.25806	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_LMNA	chr1:156126910-156139769	LMNA	36430	0.001098	6	6	1	0.31857	0.076184	0.076382	0.99742	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	7148	0.0004197	1	1	0	0.87418	0.016551	0.10452	0.15836	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6779	0.0016227	7	5	1	0.39781	-0.12651	0.14961	-0.84559	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	6779	0.0013276	23	8	7	0.64329	-0.076699	0.16561	-0.46313	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	6779	0.0023602	9	5	3	0.91391	0.013429	0.12421	0.10812	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	6779	0.00044254	1	1	0	0.011337	0.72571	0.28652	2.5328	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	6779	0.0036879	2	2	0	0.38784	-0.081126	0.09394	-0.8636	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	38566	7.78E-05	1	1	0	0.81897	0.36307	1.7534	0.052381	MonogenicDM_all	t2d	40	All		all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	38566	0.0012187	7	7	1	0.8889	0.07891	0.56481	0.019514	MonogenicDM_all	t2d	40	All		all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	38566	0.0014521	23	23	13	0.87245	-0.088068	0.56044	0.025776	MonogenicDM_all	t2d	40	All		all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	38566	0.00020744	4	4	3	0.89817	-0.18269	1.5663	0.016379	MonogenicDM_all	t2d	40	All		all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	38566	0.0016076	9	9	4	0.27651	0.48504	0.42292	1.1842	MonogenicDM_all	t2d	40	All		all_vus
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	38566	0.00080382	1	1	0	0.74244	0.22501	0.67541	0.10799	MonogenicDM_all	t2d	40	All		all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	38566	0.0042525	2	2	0	0.86647	-0.053424	0.32092	0.028272	MonogenicDM_all	t2d	40	All		all_vus
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	2342	0.00085397	1	1	0	0.74057	-2.9506	8.9105	-0.33113	Lipodystrophy	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
